text,label
im continually feeling triggered im not sure if people are insensitive or if im selfish most likely the latter,1
i am feeling some divine intervention at work here,1
watching a violent movie,3
i feel privileged to have read the stories i received and i enjoyed crafting a piece that i believe does justice to new zealand women screenwriters who write feature films,1
i left feeling annoyed and angry thinking that i was the center of some stupid joke,3
i still couldnt believe that they are in that much pain to not feel happy when other people are celebrating grandiosely,1
i wrapped one child after another in a hug i realized with a sinking feeling how quickly each precious moment was passing and i was thankful that in that particular precious passing moment i was with my kids,1
i grew up i didn t feel like doing that for i knew that my parents would be disturbed,0
i had no obligations except the thesis which i didnt do i already started missing something that would make free time feel more valuable,1
i feel i just couldn t be bothered with some of the things that used to keep me up at night,3
i do feel a bit rotten,0
i did feel slightly shaky and had a headache,4
i just cant contain my joy but right now i feel troubled,0
i reached down to feel what that strange sensation was and i felt something there,4
i feel like im almost uh afraid of everything so to speak,4
i dont know what next year will hold for me and my free author promotion but for now i feel pretty special to be a part of a writing community where my author friends trust me with some of their most precious possessions,1
i hope that i look back on this in the future and feel glad i documented all her small ways and feel if possible even more love for her than i do now,1
i havent been feeling too well lately,1
i start enjoying it and it becomes part of the general fabric of feeling joyful about your everyday activities about just being,1
